date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,dia_semana,hora
2022-12-01 15:00:00,1.1,24.6,32.3,57.2,9.0,97.0,,724.0,0,88.0,2.2,0.062,12.31,3.1,58.0,3,15
2022-12-01 16:00:00,1.56,47.1,38.2,85.5,7.0,80.0,,723.5,0,90.0,2.4,0.031,12.29,3.7,153.0,3,16
2022-12-01 17:00:00,1.65,50.1,41.8,92.1,6.0,75.0,,723.3,0,92.0,2.4,0.013,12.44,4.4,147.0,3,17
2022-12-01 18:00:00,1.66,50.6,40.4,91.3,5.0,80.0,2.0,723.5,0,92.0,2.3,0.0,12.4,3.7,135.0,3,18
2022-12-01 19:00:00,1.21,26.3,35.6,62.2,5.0,60.0,,723.6,0,93.0,2.2,0.0,12.44,4.8,132.0,3,19
2022-12-01 20:00:00,1.35,26.4,29.2,55.7,5.0,41.0,,723.8,0,93.0,2.2,0.0,12.45,5.0,168.0,3,20
2022-12-01 21:00:00,1.22,13.0,26.9,40.1,6.0,38.0,,724.0,0,94.0,2.0,0.0,12.49,5.2,155.0,3,21
2022-12-01 22:00:00,1.05,13.7,21.7,35.7,6.0,47.0,,724.0,0,94.0,2.2,0.0,12.45,4.0,156.0,3,22
2022-12-01 23:00:00,1.02,13.3,19.4,32.9,5.0,41.0,,723.8,0,94.0,2.1,0.0,12.42,4.3,149.0,3,23
2022-12-02 00:00:00,0.94,14.3,18.0,32.5,5.0,43.0,,723.5,0,94.0,2.1,0.0,12.35,4.5,149.0,4,0
2022-12-02 01:00:00,0.82,6.1,15.6,21.9,6.0,41.0,,723.1,0,94.0,2.0,0.0,12.14,4.5,151.0,4,1
2022-12-02 02:00:00,0.74,3.8,12.7,16.6,7.0,36.0,,722.7,0,94.0,1.9,0.0,12.0,4.1,154.0,4,2
2022-12-02 03:00:00,0.71,3.2,11.4,14.7,7.0,29.0,,722.4,0,94.0,2.0,0.0,12.02,2.3,127.0,4,3
2022-12-02 04:00:00,0.76,6.5,16.2,22.9,5.0,36.0,,722.3,0,70.75,2.3,0.0,12.13,1.8,92.0,4,4
2022-12-02 05:00:00,0.83,7.3,16.0,23.4,5.0,53.0,,722.4,0,95.0,2.3,0.0,12.25,2.9,112.0,4,5
2022-12-02 06:00:00,0.82,6.2,14.4,20.7,5.0,63.0,,722.3,0,95.0,3.225714285714286,0.0,12.26,2.7,144.0,4,6
2022-12-02 07:00:00,0.94,21.0,14.3,35.5,10.97058823529412,74.0,,722.5,0,95.0,2.5,0.0,12.29,2.9,70.0,4,7
2022-12-02 08:00:00,1.23,35.0,16.0,51.3,12.44117647058824,96.0,,722.8,0,95.0,2.5,0.007,12.6,3.9,333.0,4,8
2022-12-02 09:00:00,1.64,70.3,20.1,90.7,6.0,76.0,,723.1,0,95.0,2.6,0.042,13.48,3.2,343.0,4,9
2022-12-02 10:00:00,1.43,47.6,21.8,69.7,7.0,68.0,,723.3,0,95.0,2.5,0.108,14.68,3.1,359.0,4,10
2022-12-02 11:00:00,1.42,33.4,25.5,59.2,9.0,53.0,,723.1,0,94.0,2.3,0.193,16.15,4.2,338.0,4,11
2022-12-02 12:00:00,1.54,36.0,32.5,68.8,13.0,64.0,,722.6,0,88.0,2.4,0.4,19.44,3.8,79.0,4,12
2022-12-02 13:00:00,1.72,40.4,46.4,87.0,17.0,104.0,,721.8,0,75.0,2.6,0.478,20.29,5.9,125.0,4,13
2022-12-02 14:00:00,1.85,36.4,59.7,96.3,22.0,135.0,,721.1,0,71.0,2.7,0.445,20.85,7.4,162.0,4,14
2022-12-02 15:00:00,1.84,26.0,64.7,90.9,27.0,173.0,,720.8,0,70.0,2.6,0.321,21.17,8.1,151.0,4,15
2022-12-02 16:00:00,1.73,15.9,61.6,77.8,33.0,174.0,,720.7,0,68.0,2.5,0.248,21.81,7.8,157.0,4,16
2022-12-02 17:00:00,1.5,12.6,54.7,67.5,27.0,180.0,,720.8,0,69.0,2.5,0.11,21.49,6.9,138.0,4,17
2022-12-02 18:00:00,1.56,8.5,46.9,55.5,22.0,144.0,22.0,721.3,0,74.0,2.4,0.009,20.1,4.8,116.0,4,18
2022-12-02 19:00:00,1.81,15.6,55.5,71.3,10.0,116.0,22.0,721.9,0,79.0,2.6,0.0,19.02,5.5,183.0,4,19
2022-12-02 20:00:00,2.17,45.3,49.2,94.7,5.0,124.0,21.0,722.6,0,82.0,2.7,0.0,18.13,4.9,144.0,4,20
2022-12-02 21:00:00,1.44,21.8,26.3,48.3,5.0,135.0,22.0,723.3,0,89.0,2.3,0.0,16.96,7.9,148.0,4,21
2022-12-02 22:00:00,1.1,8.4,16.5,25.1,8.0,86.0,,723.6,0,92.0,2.2,0.0,16.46,7.4,150.0,4,22
2022-12-02 23:00:00,1.04,7.3,15.5,22.9,8.0,55.0,,723.9,0,94.0,2.1,0.0,16.35,5.4,173.0,4,23
2022-12-03 00:00:00,0.96,5.6,14.3,20.0,8.0,59.0,,723.9,0,94.0,2.1,0.0,16.3,4.7,228.0,5,0
2022-12-03 01:00:00,0.95,5.5,18.5,24.2,5.0,40.0,,723.9,0,94.0,5.751428571428572,0.0,16.36,3.1,3.0,5,1
2022-12-03 02:00:00,0.9,3.9,16.3,20.4,7.0,43.0,,723.9,0,95.0,4.994285714285715,0.0,16.3,4.3,346.0,5,2
2022-12-03 03:00:00,0.91,5.9,18.6,24.7,6.0,51.0,,724.0,0,95.0,2.5,0.0,16.36,4.1,356.0,5,3
2022-12-03 04:00:00,0.92,6.8,19.1,26.0,5.0,48.0,,724.3,0,95.0,2.6,0.0,16.34,4.7,335.0,5,4
2022-12-03 05:00:00,0.92,6.8,18.6,29.3,5.0,48.0,,724.5,0,95.0,2.6,0.0,16.3,2.2,300.0,5,5
2022-12-03 06:00:00,1.48,30.7,28.1,59.0,5.0,41.0,,724.8,0,95.0,2.7,0.0,16.34,3.4,253.0,5,6
2022-12-03 07:00:00,1.6,37.6,27.8,65.7,5.0,88.0,21.0,725.3,0,95.0,2.7,0.0,16.58,4.6,267.0,5,7
2022-12-03 08:00:00,2.03,73.7,34.7,108.7,5.0,96.0,,725.7,0,95.0,2.8,0.002,16.74,4.5,279.0,5,8
2022-12-03 09:00:00,2.13,71.0,36.7,107.9,6.0,156.0,,726.4,0,94.0,2.8,0.024,17.24,2.2,250.0,5,9
2022-12-03 10:00:00,1.93,60.5,36.9,97.6,6.0,149.0,19.0,726.8,0,93.0,4.162857142857143,0.062,18.26,2.8,289.0,5,10
2022-12-03 11:00:00,1.45,30.1,29.5,59.8,8.0,127.0,20.0,726.8,0,89.0,2.6,0.11,19.73,2.2,224.0,5,11
2022-12-03 12:00:00,1.32,21.7,30.1,52.0,9.0,93.0,,726.8,0,89.0,2.6,0.093,20.13,5.7,54.0,5,12
2022-12-03 13:00:00,1.0,10.3,20.4,30.8,12.0,91.0,21.0,726.8,0,87.0,2.5,0.09,18.88,6.5,57.0,5,13
2022-12-03 14:00:00,1.13,13.5,24.0,37.7,11.0,71.0,,726.1,0,88.0,2.5,0.074,19.45,4.9,76.0,5,14
2022-12-03 15:00:00,1.24,18.3,31.3,49.8,13.0,73.0,,725.5,0,87.0,2.6,0.079,19.53,7.6,111.0,5,15
2022-12-03 16:00:00,1.16,8.6,28.6,37.3,20.0,99.0,22.0,725.2,0,85.0,3.8,0.043,19.5,8.8,106.0,5,16
2022-12-03 17:00:00,1.0,8.9,22.6,31.7,12.0,90.0,23.0,725.5,0,88.0,4.2,0.043,18.65,9.3,100.0,5,17
2022-12-03 18:00:00,1.32,12.4,19.6,32.2,8.0,63.0,,725.7,0,92.0,3.6,0.0,18.37,6.8,159.0,5,18
2022-12-03 19:00:00,1.44,14.1,19.2,33.5,7.0,60.0,22.0,726.0,0,93.0,3.0,0.0,18.29,6.4,165.0,5,19
2022-12-03 20:00:00,1.42,15.2,18.6,34.0,6.0,45.0,,726.3,0,94.0,2.8,0.0,18.22,6.2,132.0,5,20
2022-12-03 21:00:00,1.18,10.2,16.4,26.8,7.0,66.0,,726.7,0,94.0,2.6,0.0,18.06,7.4,147.0,5,21
2022-12-03 22:00:00,1.2,11.1,15.5,26.7,7.0,47.0,,726.8,0,94.0,2.4,0.0,17.97,5.6,155.0,5,22
2022-12-03 23:00:00,1.08,9.3,12.6,22.0,8.0,37.0,,726.8,0,94.0,2.3,0.0,17.8,5.9,151.0,5,23
2022-12-04 00:00:00,1.05,5.1,9.0,14.2,11.0,31.0,,726.5,0,95.0,2.2,0.0,17.72,8.1,162.0,6,0
2022-12-04 01:00:00,0.89,4.8,8.1,13.0,11.0,28.0,,726.2,0,95.0,2.2,0.0,17.65,6.9,137.0,6,1
2022-12-04 02:00:00,0.83,3.8,7.1,11.1,11.0,22.0,,725.8,0,95.0,2.1,0.0,17.58,7.2,150.0,6,2
2022-12-04 03:00:00,0.85,4.5,6.3,11.0,15.73529411764706,19.0,,725.5,0,95.0,2.1,0.0,17.53,6.0,146.0,6,3
2022-12-04 04:00:00,0.84,9.2,11.8,21.1,6.0,19.0,,725.2,0,96.0,3.147222222222222,0.0,16.95,5.0,56.0,6,4
2022-12-04 05:00:00,0.82,4.8,11.0,15.9,6.0,20.0,16.0,725.1,0,96.0,1.9,0.0,16.69,4.8,21.0,6,5
2022-12-04 06:00:00,0.82,3.9,10.0,14.1,7.0,21.0,17.0,725.0,0,96.0,2.0,0.0,16.67,5.3,27.0,6,6
2022-12-04 07:00:00,0.86,5.3,11.4,16.8,6.0,18.0,17.0,725.1,0,96.0,2.1,0.0,16.68,4.0,36.0,6,7
2022-12-04 08:00:00,0.94,11.4,13.1,24.6,5.0,16.0,16.0,725.3,0,96.0,2.1,0.0,16.79,3.0,55.0,6,8
2022-12-04 09:00:00,1.03,18.4,13.1,31.6,6.0,15.0,,725.5,0,96.0,3.688235294117647,0.011,17.02,3.3,91.0,6,9
2022-12-04 10:00:00,1.01,18.9,13.3,32.4,6.0,21.0,,725.7,0,96.0,2.2,0.019,17.2,3.8,101.0,6,10
2022-12-04 11:00:00,1.01,17.4,11.8,29.3,8.0,33.0,19.0,725.5,0,71.66666666666667,2.7,0.046,17.51,4.6,112.0,6,11
2022-12-04 12:00:00,1.06,18.3,13.6,32.1,6.0,27.0,21.0,725.0,0,74.66666666666667,2.6,0.04,17.65,4.1,73.0,6,12
2022-12-04 13:00:00,1.12,15.3,16.3,31.8,8.0,29.0,22.0,724.2,0,74.66666666666667,2.4,0.04,17.79,3.9,33.0,6,13
2022-12-04 14:00:00,1.07,10.1,15.7,25.9,18.0,35.0,23.0,723.0,0,73.33333333333333,3.0,0.095,18.31,5.5,135.0,6,14
2022-12-04 15:00:00,1.06,9.1,14.6,23.8,16.0,53.0,22.0,722.2,0,73.0,4.0,0.069,18.83,7.5,134.0,6,15
2022-12-04 16:00:00,1.05,9.7,15.4,25.2,13.0,48.0,19.0,721.8,0,95.0,3.5,0.044,19.03,6.4,138.0,6,16
2022-12-04 17:00:00,1.24,7.8,17.4,25.4,16.0,43.0,18.0,721.7,0,94.0,3.4,0.025,19.04,5.1,126.0,6,17
2022-12-04 18:00:00,1.09,6.2,19.4,25.8,12.0,59.0,21.0,721.6,0,93.0,3.7,0.0,18.85,4.2,79.0,6,18
2022-12-04 19:00:00,1.14,6.7,23.7,30.6,7.0,53.0,23.0,721.5,0,93.0,3.3,0.0,18.65,3.9,48.0,6,19
2022-12-04 20:00:00,1.16,11.9,22.2,34.2,6.0,57.0,22.0,721.8,0,93.0,3.0,0.0,18.43,3.8,68.0,6,20
2022-12-04 21:00:00,1.49,18.9,23.4,42.5,6.0,57.0,20.0,721.6,0,93.0,3.0,0.0,18.6,2.8,161.0,6,21
2022-12-04 22:00:00,1.35,16.1,21.6,37.8,5.0,71.0,17.0,721.6,0,93.0,3.1,0.0,18.76,3.3,203.0,6,22
2022-12-04 23:00:00,1.57,26.9,17.3,44.4,5.0,70.0,17.0,721.4,0,93.0,3.1,0.0,18.56,4.1,149.0,6,23
2022-12-05 00:00:00,1.31,21.4,14.6,36.2,6.0,59.0,16.0,721.0,0,93.0,2.7,0.0,18.43,4.6,169.0,0,0
2022-12-05 01:00:00,0.93,4.1,10.2,14.4,9.0,37.0,18.0,720.5,0,94.0,2.4,0.0,18.3,4.7,176.0,0,1
2022-12-05 02:00:00,0.92,3.6,10.3,14.0,8.0,25.0,16.0,720.0,0,95.0,2.1,0.0,18.32,4.3,162.0,0,2
2022-12-05 03:00:00,0.82,3.6,6.6,10.3,11.0,21.0,,719.5,0,95.0,1.9,0.0,18.24,4.7,151.0,0,3
2022-12-05 04:00:00,0.8,3.2,6.9,10.3,9.0,24.0,,719.2,0,95.0,2.1,0.0,18.12,3.6,129.0,0,4
2022-12-05 05:00:00,0.83,4.1,9.4,13.7,6.0,29.0,17.0,718.8,0,96.0,2.2,0.0,18.09,2.7,108.0,0,5
2022-12-05 06:00:00,0.83,5.9,9.1,15.1,6.0,30.0,,718.7,0,96.0,2.1,0.0,18.08,2.8,133.0,0,6
2022-12-05 07:00:00,1.11,16.3,10.9,27.4,5.0,27.0,,718.8,0,96.0,2.1,0.0,18.08,3.5,123.0,0,7
2022-12-05 08:00:00,1.4,36.2,12.6,49.0,5.0,28.0,58.0,719.0,0,96.0,2.2,0.003,19.42,2.0,74.0,0,8
2022-12-05 09:00:00,1.44,46.0,14.3,60.6,6.0,35.0,22.0,719.2,0,96.0,2.2,0.053,18.55,2.8,83.0,0,9
2022-12-05 10:00:00,1.36,31.4,17.0,48.6,7.0,40.0,28.0,719.3,0,96.0,2.1,0.135,19.58,2.7,25.0,0,10
2022-12-05 11:00:00,1.45,17.5,18.3,36.0,14.0,49.0,,719.2,0,94.0,1.7,0.381,22.33,4.2,138.0,0,11
2022-12-05 12:00:00,1.27,17.3,21.0,38.5,18.0,77.0,23.0,718.6,0,77.0,2.0,0.452,24.25,5.3,62.0,0,12
2022-12-05 13:00:00,1.25,17.0,26.7,43.9,23.0,94.0,22.0,717.7,0,71.0,2.0,0.485,24.64,6.3,76.0,0,13
2022-12-05 14:00:00,1.16,13.1,24.7,37.9,29.0,109.0,21.0,716.9,0,69.0,4.765714285714286,0.464,24.85,8.4,135.0,0,14
2022-12-05 15:00:00,1.19,12.5,28.7,41.4,33.0,97.0,18.0,716.4,0,68.0,4.069444444444445,0.327,25.37,8.4,136.0,0,15
2022-12-05 16:00:00,1.15,8.9,23.5,32.5,35.0,117.0,22.0,716.3,0,71.0,1.8,0.254,24.63,9.7,144.0,0,16
2022-12-05 17:00:00,1.14,6.0,25.4,31.6,48.0,93.0,20.0,716.5,0,74.0,2.0,0.109,23.79,9.6,131.0,0,17
2022-12-05 18:00:00,1.22,5.2,28.2,33.5,43.0,107.0,21.0,716.9,0,78.0,4.3,0.008,22.41,8.3,137.0,0,18
2022-12-05 19:00:00,1.33,8.2,35.5,43.9,20.0,109.0,21.0,717.3,0,80.0,6.2,0.0,21.56,7.2,137.0,0,19
2022-12-05 20:00:00,1.65,13.0,38.2,51.4,11.0,116.0,20.0,717.6,0,82.0,5.2,0.0,20.99,4.1,173.0,0,20
2022-12-05 21:00:00,2.04,24.9,36.4,61.6,6.0,112.0,18.0,717.9,0,85.0,3.8,0.0,20.13,2.3,40.0,0,21
2022-12-05 22:00:00,3.03,89.0,37.8,127.0,6.0,118.0,18.0,718.0,0,87.0,3.6,0.0,19.89,4.1,49.0,0,22
2022-12-05 23:00:00,2.6,90.5,30.7,121.3,5.0,226.0,17.0,718.0,0,89.0,3.2,0.0,19.19,2.8,14.0,0,23
2022-12-06 00:00:00,2.45,140.2,37.3,177.6,6.0,167.0,,717.9,0,90.0,3.3,0.0,18.96,3.3,323.0,1,0
2022-12-06 01:00:00,2.52,132.9,35.1,168.1,5.0,263.0,,717.6,0,91.0,3.3,0.0,18.56,2.8,300.0,1,1
2022-12-06 02:00:00,2.64,90.5,30.2,120.9,5.0,222.0,,717.3,0,92.0,2.9,0.0,18.44,2.5,252.0,1,2
2022-12-06 03:00:00,2.46,94.2,27.5,121.8,5.0,134.0,,717.2,0,92.0,2.9,0.0,17.95,1.9,276.0,1,3
2022-12-06 04:00:00,2.64,107.8,23.1,130.9,11.34375,139.0,,717.2,0,93.0,3.1,0.0,17.44,2.1,331.0,1,4
2022-12-06 05:00:00,2.39,100.1,20.3,120.5,9.59375,138.0,,717.1,0,93.0,2.9,0.0,17.24,3.1,324.0,1,5
2022-12-06 06:00:00,1.84,83.2,18.5,102.0,8.53125,120.0,,717.2,0,94.0,2.7,0.0,16.83,2.0,348.0,1,6
2022-12-06 07:00:00,1.87,97.8,20.7,118.7,7.933333333333334,113.0,,717.5,0,94.0,2.8,0.0,16.79,3.3,318.0,1,7
2022-12-06 08:00:00,1.89,71.7,21.9,93.8,10.03225806451613,147.0,,718.1,0,94.0,2.6,0.013,17.12,3.8,326.0,1,8
2022-12-06 09:00:00,1.58,42.9,24.6,67.8,7.0,139.0,,718.7,0,94.0,2.4,0.104,18.48,5.0,357.0,1,9
2022-12-06 10:00:00,1.25,21.4,22.1,43.7,12.0,141.0,,718.9,0,90.0,2.3,0.224,20.77,8.4,10.0,1,10
2022-12-06 11:00:00,0.98,9.4,13.8,23.3,18.0,119.0,,718.9,0,84.0,2.4,0.358,22.29,6.1,57.0,1,11
2022-12-06 12:00:00,1.06,14.7,19.0,33.8,21.0,91.0,,718.6,0,77.0,2.6,0.465,24.1,6.8,85.0,1,12
2022-12-06 13:00:00,1.14,16.2,20.4,36.8,22.0,110.0,,718.0,0,77.0,2.8,0.489,23.28,9.9,123.0,1,13
2022-12-06 14:00:00,1.15,14.5,22.9,37.5,27.0,101.0,,717.4,0,75.0,2.7,0.461,23.76,9.2,144.0,1,14
2022-12-06 15:00:00,1.16,13.5,24.7,38.3,27.0,96.0,,717.1,0,75.0,2.5,0.324,24.11,10.2,110.0,1,15
2022-12-06 16:00:00,1.24,10.6,26.3,37.1,33.0,124.0,,717.2,0,77.0,2.4,0.252,24.02,11.0,114.0,1,16
2022-12-06 17:00:00,1.22,6.7,24.1,30.9,49.0,133.0,,717.4,0,74.0,2.5,0.106,23.96,10.7,125.0,1,17
2022-12-06 18:00:00,1.41,3.8,27.2,31.2,33.0,106.0,,717.9,0,76.0,2.6,0.0,23.04,6.8,98.0,1,18
2022-12-06 19:00:00,1.62,8.5,47.6,56.3,15.0,94.0,,718.1,0,78.0,2.6,0.0,22.48,8.1,69.0,1,19
2022-12-06 20:00:00,2.15,16.7,64.2,81.1,7.0,164.0,,718.6,0,84.0,2.4,0.0,21.65,6.3,41.0,1,20
2022-12-06 21:00:00,2.14,23.8,68.3,92.3,5.0,218.0,,719.1,0,85.0,2.9,0.0,21.38,5.1,14.0,1,21
2022-12-06 22:00:00,2.86,55.0,60.4,115.6,6.0,217.0,,719.3,0,87.0,3.1,0.0,20.49,2.6,85.0,1,22
2022-12-06 23:00:00,2.58,55.7,49.6,105.6,5.0,199.0,,719.7,0,88.0,3.0,0.0,20.5,4.0,31.0,1,23
2022-12-07 00:00:00,2.16,46.3,40.1,86.6,5.0,168.0,,720.1,0,88.0,2.8,0.0,20.25,4.4,53.0,2,0
2022-12-07 01:00:00,1.33,27.2,34.3,61.7,5.0,139.0,,720.3,0,89.0,2.6,0.0,19.51,4.8,61.0,2,1
2022-12-07 02:00:00,0.99,7.2,18.0,25.4,8.0,101.0,,720.4,0,91.0,2.4,0.0,19.02,3.8,131.0,2,2
2022-12-07 03:00:00,0.85,3.4,11.2,14.8,12.0,65.0,,720.5,0,93.0,2.2,0.0,19.03,5.1,139.0,2,3
2022-12-07 04:00:00,0.83,2.9,11.0,14.0,13.0,52.0,,720.6,0,94.0,2.2,0.0,19.07,4.6,122.0,2,4
2022-12-07 05:00:00,0.82,2.8,9.7,12.6,13.0,53.0,,720.8,0,94.0,3.111111111111111,0.0,19.0,5.2,66.0,2,5
2022-12-07 06:00:00,0.87,4.0,11.3,15.5,12.0,48.0,,721.2,0,94.0,3.122222222222222,0.0,18.79,5.7,68.0,2,6
2022-12-07 07:00:00,1.09,7.6,15.7,23.5,10.0,41.0,,721.7,0,95.0,2.3,0.0,18.67,5.1,76.0,2,7
2022-12-07 08:00:00,1.34,23.1,21.3,44.6,7.0,36.0,,722.3,0,95.0,2.2,0.0,18.6,5.2,85.0,2,8
2022-12-07 09:00:00,1.22,14.7,18.2,33.1,8.0,44.0,,722.8,0,95.0,2.2,0.019,18.64,4.2,75.0,2,9
2022-12-07 10:00:00,1.11,10.7,18.9,29.7,10.0,48.0,,723.3,0,95.0,2.3,0.059,19.04,4.7,51.0,2,10
2022-12-07 11:00:00,1.06,8.1,19.7,28.0,12.0,62.0,,723.5,0,95.0,2.3,0.052,19.56,4.4,36.0,2,11
2022-12-07 12:00:00,1.04,9.6,16.6,26.4,19.0,55.0,,723.1,0,94.0,2.5,0.192,21.26,2.7,107.0,2,12
2022-12-07 13:00:00,1.1,9.5,20.7,30.4,23.0,65.0,,722.5,0,87.0,3.3,0.21,23.04,3.5,147.0,2,13
2022-12-07 14:00:00,1.22,9.3,23.2,32.7,29.0,92.0,,722.0,0,79.0,3.3,0.163,22.78,6.4,153.0,2,14
2022-12-07 15:00:00,1.14,8.7,17.3,26.2,33.0,99.0,,721.7,0,75.0,2.9,0.293,23.82,7.4,165.0,2,15
2022-12-07 16:00:00,1.0,8.0,11.9,20.0,33.0,69.0,,721.5,0,69.0,2.5,0.239,24.58,9.3,153.0,2,16
2022-12-07 17:00:00,1.02,5.1,12.3,17.6,27.0,56.0,,721.6,0,69.0,2.3,0.092,24.09,9.5,161.0,2,17
2022-12-07 18:00:00,1.18,7.2,21.8,29.1,18.0,57.0,,721.8,0,72.0,2.2,0.004,22.81,6.0,197.0,2,18
2022-12-07 19:00:00,2.12,34.7,36.0,70.9,6.0,67.0,,722.1,0,77.0,2.3,0.0,21.54,2.2,96.21212121212122,2,19
2022-12-07 20:00:00,1.82,37.7,30.2,68.2,5.0,113.0,,722.4,0,82.0,2.3,0.0,21.02,2.5,22.0,2,20
2022-12-07 21:00:00,2.71,68.1,28.7,97.1,6.0,127.0,,722.6,0,84.0,2.6,0.0,20.24,1.8,299.0,2,21
2022-12-07 22:00:00,2.89,73.6,27.2,101.1,6.0,135.0,,722.8,0,86.0,2.7,0.0,19.71,1.8,50.0,2,22
2022-12-07 23:00:00,2.76,92.8,27.1,120.1,5.0,153.0,,722.9,0,88.0,2.8,0.0,19.46,2.9,83.0,2,23
2022-12-08 00:00:00,1.19,7.6,23.6,31.3,7.0,150.0,,722.9,0,84.0,2.2,0.0,20.69,6.7,141.0,3,0
2022-12-08 01:00:00,1.21,14.6,23.5,38.3,6.0,72.0,,722.9,0,86.0,2.2,0.0,19.52,5.0,114.0,3,1
2022-12-08 02:00:00,0.96,4.0,16.0,20.2,8.0,92.0,,722.7,0,90.0,2.1,0.0,19.42,5.4,137.0,3,2
2022-12-08 03:00:00,0.86,3.4,10.0,13.6,12.0,65.0,,722.4,0,90.0,2.1,0.0,19.07,6.7,136.0,3,3
2022-12-08 04:00:00,0.84,3.8,9.4,13.3,12.0,47.0,,722.3,0,91.0,3.567567567567568,0.0,18.88,6.2,138.0,3,4
2022-12-08 05:00:00,0.83,2.8,7.7,10.7,13.0,45.0,,722.1,0,92.0,2.2,0.0,18.78,6.3,142.0,3,5
2022-12-08 06:00:00,0.92,4.9,12.8,17.8,11.0,45.0,,722.0,0,92.0,2.3,0.0,18.74,5.6,137.0,3,6
2022-12-08 07:00:00,1.16,13.8,17.0,31.0,8.0,59.0,,722.2,0,92.0,2.5,0.0,18.44,4.9,86.0,3,7
2022-12-08 08:00:00,1.42,22.9,18.0,41.1,7.0,67.0,,722.5,0,92.0,2.4,0.01,18.46,5.0,70.0,3,8
2022-12-08 09:00:00,1.25,20.1,18.2,38.5,7.0,87.0,,722.9,0,92.0,2.4,0.058,18.74,5.8,64.0,3,9
2022-12-08 10:00:00,1.02,10.7,17.6,28.5,14.0,86.0,,723.3,0,89.0,3.6,0.189,20.0,7.2,23.0,3,10
2022-12-08 11:00:00,0.93,7.4,12.7,20.3,19.0,76.0,,723.4,0,81.0,4.0,0.237,20.94,9.1,10.0,3,11
2022-12-08 12:00:00,0.91,7.5,13.2,20.9,21.0,72.0,,723.2,0,75.0,3.7,0.265,21.92,8.6,2.0,3,12
2022-12-08 13:00:00,0.9,6.2,10.7,17.1,27.0,71.0,,722.5,0,69.0,3.5,0.482,23.22,10.3,357.0,3,13
2022-12-08 14:00:00,0.86,4.8,9.3,14.2,32.0,75.0,,721.9,0,63.0,3.1,0.465,24.21,9.5,330.0,3,14
2022-12-08 15:00:00,0.85,4.2,9.0,13.3,36.0,67.0,,721.4,0,59.0,3.0,0.332,25.76,6.0,348.0,3,15
2022-12-08 16:00:00,0.92,5.4,12.2,17.7,39.0,65.0,,721.0,0,57.0,2.9,0.254,26.57,4.5,166.0,3,16
2022-12-08 17:00:00,1.09,4.9,20.1,25.1,41.0,75.0,,721.0,0,60.0,2.8,0.106,25.23,6.7,159.0,3,17
2022-12-08 18:00:00,1.41,5.7,32.4,38.3,36.0,95.0,2.0,721.3,0,65.0,2.7,0.006,23.47,7.1,171.0,3,18
2022-12-08 19:00:00,1.71,6.9,42.7,49.8,27.0,124.0,,721.6,0,68.0,2.5,0.0,22.39,4.1,157.0,3,19
2022-12-08 20:00:00,2.28,24.7,64.1,89.0,10.0,131.0,,721.9,0,72.0,2.7,0.0,21.7,3.8,69.0,3,20
2022-12-08 21:00:00,2.91,65.5,69.5,135.3,6.0,217.0,,722.1,0,75.0,2.9,0.0,20.95,2.7,17.0,3,21
