date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,dia_semana,hora
2023-01-01 16:00:00,0.92,4.4,9.0,13.5,43.0,32.0,7.0,697.8,0.0,16.0,4.2,0.329,30.12,10.8,104.0,6,16
2023-01-01 17:00:00,0.97,4.0,10.5,14.5,41.0,28.0,9.0,697.6,0.0,18.0,4.0,0.152,29.35,9.7,116.0,6,17
2023-01-01 18:00:00,1.09,4.1,13.9,18.0,35.0,24.0,11.0,697.9,0.0,23.0,4.1,0.013,26.99,6.9,127.0,6,18
2023-01-01 19:00:00,1.34,6.2,24.3,30.4,36.0,27.0,23.0,698.2,0.0,27.0,7.9,0.0,25.42,5.2,148.0,6,19
2023-01-01 20:00:00,1.49,5.7,29.1,34.8,37.0,138.0,57.0,698.6,0.0,30.0,11.8,0.0,24.32,5.7,162.0,6,20
2023-01-01 21:00:00,1.78,18.0,46.2,64.2,20.0,78.0,39.0,698.9,0.0,32.0,11.1,0.0,23.03,0.9,245.0,6,21
2023-01-01 22:00:00,1.8,15.2,48.8,63.9,15.0,91.0,38.0,698.6,0.0,36.0,9.8,0.0,21.62,2.0,230.0,6,22
2023-01-01 23:00:00,1.92,17.6,56.4,74.0,7.0,85.0,50.0,698.5,0.0,42.0,8.8,0.0,19.6,1.7,324.0,6,23
2023-01-02 00:00:00,1.91,27.2,53.1,80.3,5.0,106.0,50.0,698.2,0.0,49.0,6.6,0.0,18.52,1.3,282.0,0,0
2023-01-02 01:00:00,1.86,48.7,47.0,95.7,4.0,90.0,42.0,697.8,0.0,53.0,5.8,0.0,17.72,2.4,307.0,0,1
2023-01-02 02:00:00,1.53,26.8,38.3,65.1,4.0,88.0,37.0,697.5,0.0,56.0,5.1,0.0,16.81,2.5,281.0,0,2
2023-01-02 03:00:00,1.26,13.9,34.8,48.6,6.0,72.0,31.0,697.3,0.0,57.0,4.8,0.0,16.5,2.8,305.0,0,3
2023-01-02 04:00:00,1.11,5.5,26.1,31.5,11.0,72.0,27.0,697.2,0.0,57.0,5.1,0.0,17.56,3.2,278.0,0,4
2023-01-02 05:00:00,1.25,8.7,31.3,40.0,6.0,56.0,34.0,697.0,0.0,56.0,6.6,0.0,17.86,3.9,281.0,0,5
2023-01-02 06:00:00,1.1,6.7,24.1,30.8,10.0,60.0,19.0,697.0,0.0,39.0,7.4,0.0,19.69,3.1,287.0,0,6
2023-01-02 07:00:00,1.04,17.4,26.8,44.2,7.0,51.0,10.0,697.4,0.0,31.0,6.3,0.0,20.61,9.7,296.0,0,7
2023-01-02 08:00:00,1.06,14.8,23.1,37.9,8.0,51.0,9.0,697.6,0.0,29.0,5.5,0.004,21.3,9.4,294.0,0,8
2023-01-02 09:00:00,1.32,21.6,22.9,44.5,10.0,68.0,9.0,697.7,0.0,28.0,5.5,0.049,22.27,3.4,257.0,0,9
2023-01-02 10:00:00,1.61,50.3,31.0,81.3,9.0,55.0,19.0,698.0,0.0,26.0,5.9,0.165,24.01,2.5,287.0,0,10
2023-01-02 11:00:00,1.36,37.6,31.4,69.0,12.0,108.0,21.0,698.3,0.0,24.0,8.9,0.301,25.81,1.0,16.0,0,11
2023-01-02 12:00:00,1.58,36.7,42.3,79.0,15.0,99.0,21.0,698.0,0.0,26.0,19.9,0.362,26.3,5.8,97.0,0,12
2023-01-02 13:00:00,1.27,15.2,27.7,42.9,24.0,83.0,13.0,697.3,0.0,25.0,15.3,0.357,27.12,7.3,119.0,0,13
2023-01-02 14:00:00,1.2,9.5,21.7,31.2,36.0,55.0,14.0,696.5,0.0,25.0,13.6,0.422,27.45,9.4,110.0,0,14
2023-01-02 15:00:00,1.17,10.8,21.6,32.4,42.0,48.0,14.0,695.8,0.0,25.0,8.9,0.325,27.83,9.7,103.0,0,15
2023-01-02 16:00:00,1.15,6.5,20.0,26.5,42.0,55.0,13.0,695.3,0.0,24.0,8.3,0.256,28.22,7.9,101.0,0,16
2023-01-02 17:00:00,1.13,6.9,18.9,25.8,37.0,47.0,11.0,695.3,0.0,24.0,6.7,0.114,27.93,5.6,129.0,0,17
2023-01-02 18:00:00,1.5,12.7,35.9,48.5,21.0,43.0,16.0,695.5,0.0,26.0,8.6,0.028,26.55,3.5,146.0,0,18
2023-01-02 19:00:00,1.88,32.7,44.5,77.2,9.0,67.0,21.0,696.0,0.0,27.0,10.3,0.0,25.15,2.6,209.0,0,19
2023-01-02 20:00:00,2.67,100.7,46.6,147.3,6.0,84.0,38.0,696.5,0.0,28.0,5.5,0.0,23.06,2.0,274.0,0,20
2023-01-02 21:00:00,2.59,130.6,44.9,175.5,6.0,167.0,52.0,697.1,0.0,32.0,5.7,0.0,21.1,3.4,281.0,0,21
2023-01-02 22:00:00,3.08,149.7,43.0,192.7,6.0,204.0,47.0,697.3,0.0,33.0,12.4,0.0,20.13,2.7,291.0,0,22
2023-01-02 23:00:00,2.54,131.7,41.3,173.0,5.0,175.0,41.0,697.5,0.0,35.0,7.3,0.0,19.3,3.1,289.0,0,23
2023-01-03 00:00:00,1.98,97.1,37.7,134.9,5.0,142.0,29.0,697.7,0.0,34.0,6.2,0.0,19.05,2.7,301.0,1,0
2023-01-03 01:00:00,1.6,68.6,36.0,104.6,5.0,123.0,22.0,698.0,0.0,33.0,5.4,0.0,18.78,3.1,249.0,1,1
2023-01-03 02:00:00,1.48,55.4,34.9,90.3,15.175,80.0,27.0,698.1,0.0,34.0,6.4,0.0,18.47,3.1,266.0,1,2
2023-01-03 03:00:00,1.14,14.3,26.1,40.5,8.0,112.0,20.0,698.1,0.0,29.0,6.1,0.0,20.08,5.2,276.0,1,3
2023-01-03 04:00:00,0.99,10.4,20.8,31.2,11.0,69.0,15.0,698.2,0.0,22.0,5.8,0.0,22.07,10.5,290.0,1,4
2023-01-03 05:00:00,0.87,4.5,12.8,17.3,16.0,77.0,9.0,698.6,0.0,23.0,6.7,0.0,22.03,10.0,285.0,1,5
2023-01-03 06:00:00,1.05,13.2,25.2,38.4,7.0,48.0,9.0,699.1,0.0,26.0,4.3,0.0,19.31,5.7,287.0,1,6
2023-01-03 07:00:00,1.1,14.8,27.3,42.1,6.0,43.0,28.50573170731708,699.4,0.0,27.0,3.9,0.0,19.32,8.1,270.0,1,7
2023-01-03 08:00:00,1.34,38.5,29.7,68.2,5.0,57.0,11.0,699.7,0.0,28.0,3.9,0.001,18.78,6.0,262.0,1,8
2023-01-03 09:00:00,1.85,89.2,33.3,122.5,7.0,59.0,21.0,700.1,0.0,24.0,4.4,0.124,21.31,4.0,287.0,1,9
2023-01-03 10:00:00,1.51,49.6,31.4,81.0,13.0,141.0,21.0,700.3,0.0,19.0,4.9,0.274,24.8,2.2,351.0,1,10
2023-01-03 11:00:00,1.42,35.2,33.3,68.5,15.0,95.0,15.0,700.4,0.0,23.0,11.6,0.403,23.86,6.5,105.0,1,11
2023-01-03 12:00:00,1.41,31.4,33.5,64.9,16.0,84.0,18.0,699.9,0.0,23.0,16.9,0.479,23.76,9.6,99.0,1,12
2023-01-03 13:00:00,1.22,16.2,26.9,43.1,26.0,99.0,15.0,699.0,0.0,22.0,15.5,0.514,24.47,12.8,109.0,1,13
2023-01-03 14:00:00,1.1,10.5,20.5,31.0,32.0,103.0,10.0,698.0,0.0,20.0,7.0,0.498,25.53,9.8,111.0,1,14
2023-01-03 15:00:00,1.1,8.6,21.0,29.6,39.0,62.0,11.0,697.4,0.0,19.0,8.0,0.429,26.54,8.0,110.0,1,15
2023-01-03 16:00:00,1.11,8.0,19.9,27.9,45.0,65.0,12.0,697.2,0.0,20.0,6.1,0.317,26.99,8.6,99.0,1,16
2023-01-03 17:00:00,1.06,5.4,19.4,24.8,46.0,55.0,11.0,697.3,0.0,20.0,6.5,0.163,26.78,5.6,113.0,1,17
2023-01-03 18:00:00,1.16,5.4,21.8,27.2,42.0,45.0,11.0,698.1,0.0,22.0,7.8,0.017,25.1,2.4,166.0,1,18
2023-01-03 19:00:00,1.31,7.6,32.3,39.8,31.0,52.0,15.0,699.0,0.0,25.0,8.8,0.0,23.6,6.4,168.0,1,19
2023-01-03 20:00:00,1.18,6.9,30.2,37.1,21.0,58.0,16.0,700.1,0.0,26.0,8.7,0.0,22.12,6.6,184.0,1,20
2023-01-03 21:00:00,1.22,8.8,31.9,40.7,15.0,56.0,13.0,701.1,0.0,26.0,11.9,0.0,21.05,6.4,178.0,1,21
2023-01-03 22:00:00,1.59,31.7,42.8,74.5,6.0,45.0,19.0,701.7,0.0,29.0,21.4,0.0,19.76,2.8,167.0,1,22
2023-01-03 23:00:00,2.42,72.7,41.5,114.2,5.0,75.0,26.0,702.2,0.0,33.0,10.5,0.0,18.51,1.5,241.0,1,23
2023-01-04 00:00:00,1.96,88.3,41.3,129.6,5.0,112.0,33.0,702.5,0.0,37.0,7.1,0.0,16.87,1.8,338.0,2,0
2023-01-04 01:00:00,1.82,106.9,41.8,148.7,5.0,141.0,38.0,702.6,0.0,39.0,6.8,0.0,15.95,2.2,315.0,2,1
2023-01-04 02:00:00,1.4,77.5,40.9,118.5,15.93589743589744,134.0,28.0,702.6,0.0,39.0,7.4,0.0,15.57,3.4,276.0,2,2
2023-01-04 03:00:00,1.32,65.8,38.6,104.4,14.28,88.0,37.0,702.5,0.0,42.0,6.2,0.0,14.43,2.0,326.0,2,3
2023-01-04 04:00:00,1.27,61.1,37.6,98.7,11.96052631578947,129.0,30.0,702.4,0.0,42.0,5.4,0.0,14.28,3.3,284.0,2,4
2023-01-04 05:00:00,1.25,49.8,35.6,85.3,10.74666666666667,97.0,27.0,702.5,0.0,43.0,5.0,0.0,14.0,2.6,305.0,2,5
2023-01-04 06:00:00,1.3,68.0,36.2,104.2,9.35135135135135,97.0,28.0,702.9,0.0,44.0,4.9,0.0,13.51,2.4,319.0,2,6
2023-01-04 07:00:00,1.71,145.3,39.7,185.1,7.72463768115942,102.0,35.0,703.4,0.0,44.0,5.3,0.0,13.36,3.3,295.0,2,7
2023-01-04 08:00:00,2.31,158.7,38.7,197.5,9.605263157894736,139.0,32.0,704.0,0.0,41.0,5.5,0.004,13.73,2.7,279.0,2,8
2023-01-04 09:00:00,2.85,180.4,44.8,225.2,6.0,141.0,39.0,704.9,0.0,36.0,6.1,0.111,16.57,0.5,87.0,2,9
2023-01-04 10:00:00,1.7,61.4,37.3,98.7,10.0,212.0,26.0,705.5,0.0,27.0,5.8,0.258,20.11,2.2,80.0,2,10
2023-01-04 11:00:00,1.28,15.9,21.9,37.8,22.0,102.0,17.0,705.6,0.0,24.0,7.6,0.386,21.85,3.6,116.0,2,11
2023-01-04 12:00:00,1.2,10.7,18.7,29.4,32.0,60.0,14.0,705.4,0.0,24.0,13.2,0.473,22.66,4.0,131.0,2,12
2023-01-04 13:00:00,1.3,13.2,27.4,40.6,33.0,47.0,18.0,704.8,0.0,25.0,10.0,0.502,23.02,7.2,118.0,2,13
2023-01-04 14:00:00,1.18,8.1,21.9,30.1,46.0,64.0,14.0,703.9,0.0,25.0,9.7,0.489,23.67,7.8,97.0,2,14
2023-01-04 15:00:00,1.12,6.7,19.9,26.6,54.0,53.0,14.0,703.5,0.0,25.0,11.3,0.423,24.13,9.2,108.0,2,15
2023-01-04 16:00:00,1.12,5.7,18.6,24.3,62.0,60.0,15.0,703.2,0.0,25.0,11.8,0.316,24.44,9.7,102.0,2,16
2023-01-04 17:00:00,1.06,5.1,16.8,21.9,57.0,57.0,14.0,703.0,0.0,25.0,11.2,0.169,24.19,9.0,99.0,2,17
2023-01-04 18:00:00,1.13,5.2,19.5,24.7,42.0,53.0,12.0,703.4,0.0,29.0,9.9,0.013,22.3,9.1,121.0,2,18
2023-01-04 19:00:00,1.35,8.1,34.5,42.5,27.0,46.0,14.0,703.8,0.0,32.0,8.5,0.0,21.14,5.5,165.0,2,19
2023-01-04 20:00:00,1.48,13.1,38.9,52.0,19.0,57.0,13.0,704.6,0.0,34.0,5.1,0.0,20.24,4.6,175.0,2,20
2023-01-04 21:00:00,1.34,7.8,34.0,41.8,21.0,51.0,14.0,705.1,0.0,36.0,4.5,0.0,19.65,4.4,186.0,2,21
2023-01-04 22:00:00,2.02,75.7,57.7,133.4,6.0,59.0,50.0,705.6,0.0,39.0,5.2,0.0,18.08,2.2,341.0,2,22
2023-01-04 23:00:00,1.93,102.2,56.9,159.2,5.0,191.0,51.0,705.9,0.0,43.0,5.1,0.0,16.63,2.4,311.0,2,23
2023-01-05 00:00:00,1.75,91.7,54.3,146.0,5.0,157.0,42.0,706.3,0.0,44.0,5.1,0.0,16.03,1.6,286.0,3,0
2023-01-05 01:00:00,1.65,66.9,49.7,116.6,5.0,123.0,45.0,706.3,0.0,48.0,6.5,0.0,15.69,1.3,337.0,3,1
2023-01-05 02:00:00,1.45,50.7,45.8,96.5,15.47435897435897,140.0,36.0,706.3,0.0,52.0,5.4,0.0,14.46,1.7,343.0,3,2
2023-01-05 03:00:00,1.4,49.6,43.7,93.3,13.84415584415584,142.0,41.0,706.0,0.0,54.0,5.2,0.0,13.8,3.3,305.0,3,3
2023-01-05 04:00:00,1.35,37.3,39.7,77.0,12.08,127.0,37.0,706.0,0.0,56.0,4.9,0.0,13.14,2.1,288.0,3,4
2023-01-05 05:00:00,1.32,34.3,38.9,73.2,10.93421052631579,112.0,30.0,706.3,0.0,56.0,4.7,0.0,12.79,2.6,297.0,3,5
2023-01-05 06:00:00,1.32,33.6,39.6,73.2,9.220779220779221,95.0,30.0,706.4,0.0,52.0,4.8,0.0,12.91,3.4,273.0,3,6
2023-01-05 07:00:00,1.59,50.9,39.7,90.6,7.835443037974684,75.0,38.0,706.9,0.0,53.0,5.0,0.0,12.52,3.1,280.0,3,7
2023-01-05 08:00:00,2.5,158.4,45.4,203.8,9.45679012345679,130.0,67.0,707.6,0.0,52.0,6.2,0.002,12.33,2.9,297.0,3,8
2023-01-05 09:00:00,3.14,224.1,53.2,277.3,6.0,249.0,61.0,708.2,0.0,41.0,7.3,0.113,15.44,1.6,356.0,3,9
2023-01-05 10:00:00,1.84,103.3,53.3,156.7,8.0,266.0,54.0,708.5,0.0,27.0,9.8,0.262,19.14,1.6,298.0,3,10
2023-01-05 11:00:00,1.39,31.7,38.9,70.6,19.0,189.0,36.0,708.2,0.0,21.0,7.5,0.394,22.92,0.7,43.0,3,11
2023-01-05 12:00:00,1.13,11.6,19.1,30.6,35.0,91.0,13.0,707.8,0.0,21.0,8.2,0.483,23.51,5.9,121.0,3,12
2023-01-05 13:00:00,1.51,16.8,44.5,61.4,36.0,56.0,40.0,707.2,0.0,27.0,12.1,0.513,23.79,9.5,122.0,3,13
2023-01-05 14:00:00,1.31,9.2,31.2,40.5,51.0,111.0,35.0,706.2,0.0,28.0,9.9,0.493,23.89,12.8,121.0,3,14
2023-01-05 15:00:00,1.35,7.7,31.2,38.9,57.0,106.0,37.0,705.7,0.0,28.0,8.8,0.409,24.44,11.2,120.0,3,15
2023-01-05 16:00:00,1.25,6.5,27.2,33.7,63.0,111.0,30.0,705.3,0.0,27.0,9.0,0.303,24.86,11.4,104.0,3,16
2023-01-05 17:00:00,1.16,5.5,20.0,25.5,61.0,102.0,21.0,705.0,0.0,28.0,7.7,0.167,24.63,10.8,96.0,3,17
2023-01-05 18:00:00,1.2,5.1,20.8,26.0,50.0,79.0,18.0,705.3,0.0,31.0,5.9,0.011,23.1,8.6,120.0,3,18
2023-01-05 19:00:00,1.25,4.9,24.2,29.1,42.0,65.0,16.0,705.4,0.0,34.0,5.3,0.0,22.01,7.9,130.0,3,19
2023-01-05 20:00:00,1.27,7.0,27.0,33.9,29.0,48.0,16.0,705.7,0.0,38.0,4.8,0.0,21.39,6.6,139.0,3,20
2023-01-05 21:00:00,1.37,7.7,28.8,36.5,21.0,46.0,20.0,706.1,0.0,41.0,4.5,0.0,20.85,5.3,155.0,3,21
2023-01-05 22:00:00,1.3,6.5,26.0,32.4,19.0,47.0,19.0,706.3,0.0,45.0,4.2,0.0,20.04,5.0,170.0,3,22
2023-01-05 23:00:00,1.23,5.9,22.2,28.1,19.0,46.0,17.0,706.3,0.0,51.0,4.1,0.0,19.5,5.7,165.0,3,23
2023-01-06 00:00:00,1.34,31.0,29.4,60.4,14.0,38.0,19.0,706.1,0.0,56.0,4.3,0.0,18.3,0.8,147.0,4,0
2023-01-06 01:00:00,1.51,55.0,39.5,94.5,5.0,74.0,30.0,706.1,0.0,62.0,4.3,0.0,16.56,1.7,13.0,4,1
2023-01-06 02:00:00,1.42,39.3,38.2,77.4,5.0,102.0,31.0,705.9,0.0,63.0,6.05897435897436,0.0,15.61,0.6,235.0,4,2
2023-01-06 03:00:00,1.41,47.6,36.8,84.4,4.0,99.0,36.0,705.5,0.0,68.0,4.2,0.0,14.54,0.6,295.0,4,3
2023-01-06 04:00:00,1.35,51.4,36.9,88.2,5.0,121.0,42.0,705.4,0.0,69.0,4.2,0.0,13.92,1.1,304.0,4,4
2023-01-06 05:00:00,1.28,23.6,32.2,55.9,5.0,125.0,48.0,705.3,0.0,70.0,4.1,0.0,13.47,2.1,328.0,4,5
2023-01-06 06:00:00,1.26,46.6,31.2,77.8,4.0,86.0,32.0,705.3,0.0,80.0,4.2,0.0,12.89,2.0,312.0,4,6
2023-01-06 07:00:00,1.38,38.5,28.0,66.5,4.0,78.0,44.0,705.5,0.0,83.0,4.1,0.0,12.55,1.9,306.0,4,7
2023-01-06 08:00:00,1.8,83.0,30.0,113.0,4.0,123.0,64.0,705.9,0.0,87.0,4.3,0.008,12.55,1.0,323.0,4,8
2023-01-06 09:00:00,1.35,21.6,26.7,48.3,7.0,148.0,64.0,706.2,0.0,82.0,4.4,0.117,14.66,2.7,301.0,4,9
2023-01-06 10:00:00,1.34,24.4,29.0,53.4,12.0,146.0,65.0,706.5,0.0,74.0,5.1,0.226,16.42,2.4,301.0,4,10
2023-01-06 11:00:00,1.43,19.3,31.9,51.2,21.0,143.0,72.0,706.5,0.0,62.0,6.6,0.361,18.46,3.4,143.0,4,11
2023-01-06 12:00:00,1.35,12.7,28.2,41.0,33.0,152.0,60.0,706.0,0.0,51.0,9.5,0.445,20.94,1.2,109.0,4,12
2023-01-06 13:00:00,1.41,11.5,29.5,41.0,38.0,127.0,56.0,705.1,0.0,52.0,11.2,0.484,21.61,3.0,115.0,4,13
2023-01-06 14:00:00,1.63,11.9,36.5,48.4,41.0,112.0,59.0,704.1,0.0,51.0,10.3,0.464,22.38,5.7,121.0,4,14
2023-01-06 15:00:00,1.73,10.9,43.5,54.3,51.0,128.0,73.0,703.6,0.0,50.0,10.8,0.399,22.81,8.0,121.0,4,15
2023-01-06 16:00:00,1.48,7.0,28.2,35.3,58.0,132.0,54.0,703.2,0.0,49.0,9.2,0.293,23.32,9.4,115.0,4,16
2023-01-06 17:00:00,1.33,7.4,23.5,30.9,46.0,98.0,31.0,703.0,0.0,47.0,7.7,0.159,23.57,4.7,153.0,4,17
2023-01-06 18:00:00,1.4,6.5,26.6,33.1,36.0,76.0,27.0,703.1,0.0,47.0,5.8,0.012,22.64,5.8,188.0,4,18
2023-01-06 19:00:00,1.46,10.1,31.9,41.9,24.0,62.0,23.0,703.2,0.0,50.0,4.8,0.0,21.58,5.5,174.0,4,19
2023-01-06 20:00:00,1.55,11.9,33.8,45.7,15.0,59.0,23.0,703.5,0.0,54.0,4.4,0.0,20.89,3.9,185.0,4,20
2023-01-06 21:00:00,1.87,25.2,36.3,61.5,9.0,60.0,32.0,703.8,0.0,59.0,4.4,0.0,19.99,1.8,210.0,4,21
2023-01-06 22:00:00,2.61,105.6,46.1,151.7,5.0,92.0,55.0,704.1,0.0,63.0,4.9,0.0,18.41,2.1,328.0,4,22
2023-01-06 23:00:00,2.41,109.0,42.6,151.6,5.0,196.0,51.0,704.3,0.0,66.0,4.8,0.0,17.32,2.7,305.0,4,23
2023-01-07 00:00:00,2.31,105.5,39.2,144.8,5.0,178.0,43.0,704.1,0.0,69.0,4.5,0.0,16.58,1.4,307.0,5,0
2023-01-07 01:00:00,2.3,104.7,37.9,142.6,17.73076923076923,142.0,42.0,703.8,0.0,70.0,4.5,0.0,16.09,1.5,315.0,5,1
2023-01-07 02:00:00,2.13,90.5,34.4,124.9,16.30263157894737,102.0,43.0,703.4,0.0,72.0,4.2,0.0,15.5,3.0,285.0,5,2
2023-01-07 03:00:00,1.78,81.7,32.1,113.8,14.41891891891892,97.0,45.0,703.0,0.0,74.0,4.1,0.0,14.82,1.6,319.0,5,3
2023-01-07 04:00:00,1.6,81.9,33.2,115.1,12.72,124.0,45.0,702.6,0.0,73.0,4.2,0.0,14.39,2.3,308.0,5,4
2023-01-07 05:00:00,1.45,75.8,36.5,112.3,11.52,111.0,44.0,702.5,0.0,69.0,4.2,0.0,14.17,2.9,294.0,5,5
2023-01-07 06:00:00,1.54,84.5,35.1,119.6,9.644736842105264,115.0,41.0,702.3,0.0,67.0,4.1,0.0,13.54,2.4,313.0,5,6
2023-01-07 07:00:00,1.89,132.4,37.3,169.7,8.583333333333334,106.0,39.0,702.5,0.0,64.0,4.4,0.0,13.6,3.2,280.0,5,7
2023-01-07 08:00:00,2.23,95.1,35.4,130.5,10.55405405405405,112.0,41.0,702.9,0.0,62.0,4.2,0.002,14.0,2.6,282.0,5,8
2023-01-07 09:00:00,2.64,121.2,43.3,164.5,15.07228915662651,129.0,41.0,703.2,0.0,47.0,4.8,0.116,18.3,3.1,282.0,5,9
2023-01-07 10:00:00,2.45,111.3,58.0,169.3,9.0,177.0,47.0,703.4,0.0,33.0,6.2,0.264,22.73,2.5,50.0,5,10
2023-01-07 11:00:00,1.57,28.4,38.8,67.2,18.0,147.0,32.0,703.9,0.0,34.0,8.0,0.385,22.54,8.3,99.0,5,11
2023-01-07 12:00:00,1.78,29.1,49.3,78.4,22.0,108.0,56.0,704.0,0.0,40.0,7.6,0.462,23.13,6.9,102.0,5,12
2023-01-07 13:00:00,1.58,14.5,33.3,47.8,34.0,127.0,46.0,703.6,0.0,44.0,7.9,0.495,23.69,10.2,115.0,5,13
2023-01-07 14:00:00,1.3,9.6,20.4,30.0,41.0,113.0,30.0,703.0,0.0,42.0,7.0,0.472,24.82,11.5,119.0,5,14
2023-01-07 15:00:00,1.24,7.0,17.3,24.3,49.0,92.0,25.0,702.6,0.0,38.0,5.9,0.405,25.83,10.6,118.0,5,15
2023-01-07 16:00:00,1.21,6.7,15.8,22.5,50.0,78.0,25.0,702.4,0.0,39.0,5.9,0.301,26.0,12.7,125.0,5,16
2023-01-07 17:00:00,1.22,5.7,16.8,22.4,42.0,72.0,22.0,702.7,0.0,39.0,6.1,0.165,25.84,11.9,110.0,5,17
2023-01-07 18:00:00,1.27,4.8,20.1,24.9,39.0,66.0,27.0,703.2,0.0,47.0,5.6,0.016,24.32,11.3,122.0,5,18
2023-01-07 19:00:00,1.3,5.4,25.3,30.7,28.0,69.0,30.0,703.6,0.0,55.0,7.4,0.0,22.94,10.7,114.0,5,19
2023-01-07 20:00:00,1.33,5.5,24.6,30.1,19.0,70.0,33.0,704.2,0.0,60.0,6.6,0.0,21.7,9.3,134.0,5,20
2023-01-07 21:00:00,1.38,5.5,22.3,27.8,14.0,67.0,31.0,705.1,0.0,65.0,5.2,0.0,20.57,8.5,140.0,5,21
2023-01-07 22:00:00,1.4,11.23456790123457,17.38641975308642,28.44814814814815,15.0,63.0,29.0,705.6,0.0,68.0,4.7,0.0,19.7,6.7,142.0,5,22
2023-01-07 23:00:00,1.41,4.5,21.0,25.5,12.0,49.0,26.0,705.9,0.0,71.0,4.3,0.0,18.85,7.8,125.0,5,23
2023-01-08 00:00:00,1.43,6.9,24.6,31.5,8.0,47.0,29.0,706.1,0.0,75.0,4.2,0.0,18.05,0.5,260.0,6,0
2023-01-08 01:00:00,1.74,23.6,29.2,52.8,4.0,53.0,31.0,706.1,0.0,77.0,4.1,0.0,17.34,1.7,302.0,6,1
2023-01-08 02:00:00,1.76,22.6,25.5,48.1,5.0,55.0,38.0,705.9,0.0,77.0,3.9,0.0,16.91,1.9,225.0,6,2
2023-01-08 03:00:00,1.48,7.8,23.5,31.4,6.0,57.0,28.0,705.7,0.0,77.0,3.8,0.0,17.03,2.4,134.0,6,3
2023-01-08 04:00:00,1.28,5.2,18.4,23.6,10.0,48.0,27.0,705.7,0.0,77.0,3.7,0.0,17.04,1.1,131.0,6,4
2023-01-08 05:00:00,1.17,4.0,14.6,18.6,14.0,42.0,26.0,705.9,0.0,75.0,3.8,0.0,17.33,4.3,124.0,6,5
2023-01-08 06:00:00,1.18,3.2,15.0,18.2,14.0,44.0,27.0,706.2,0.0,74.0,3.8,0.0,17.18,3.6,112.0,6,6
2023-01-08 07:00:00,1.23,3.1,17.8,21.0,12.0,42.0,28.0,706.5,0.0,74.0,3.9,0.0,17.21,1.8,239.0,6,7
2023-01-08 08:00:00,1.36,4.2,20.5,24.7,10.0,50.0,29.0,706.9,0.0,73.0,4.0,0.0,17.45,1.6,151.0,6,8
2023-01-08 09:00:00,1.36,5.5,22.9,28.4,10.0,57.0,28.0,707.3,0.0,72.0,4.0,0.015,17.58,1.3,91.0,6,9
2023-01-08 10:00:00,1.33,9.2,22.4,31.6,12.0,53.0,30.0,707.8,0.0,69.0,4.2,0.052,18.16,3.1,343.0,6,10
2023-01-08 11:00:00,1.29,9.9,19.1,29.0,17.0,69.0,27.0,708.1,0.0,65.0,4.6,0.117,18.76,4.5,62.0,6,11
2023-01-08 12:00:00,1.32,13.9,23.5,37.4,16.0,54.0,26.0,707.9,0.0,60.0,4.9,0.214,19.0,6.8,105.0,6,12
2023-01-08 13:00:00,1.26,9.6,19.1,28.7,22.0,66.0,26.0,707.2,0.0,57.0,5.4,0.223,19.79,6.6,75.0,6,13
2023-01-08 14:00:00,1.21,6.6,15.8,22.4,28.0,55.0,25.0,706.4,0.0,54.0,5.3,0.237,20.37,7.2,89.0,6,14
2023-01-08 15:00:00,1.23,6.1,16.9,23.0,30.0,51.0,24.0,705.6,0.0,51.0,5.2,0.222,20.44,10.6,110.0,6,15
2023-01-08 16:00:00,1.16,4.2,14.5,18.8,33.0,51.0,20.0,705.2,0.0,50.0,4.7,0.148,20.46,10.8,117.0,6,16
2023-01-08 17:00:00,1.2,4.1,14.9,19.1,31.0,49.0,20.0,705.2,0.0,52.0,4.5,0.085,20.33,10.0,122.0,6,17
2023-01-08 18:00:00,1.2,4.3,16.2,20.5,30.0,45.0,24.0,705.4,0.0,53.0,4.2,0.021,20.02,10.1,115.0,6,18
2023-01-08 19:00:00,1.27,3.4,18.5,22.0,27.0,46.0,27.0,705.8,0.0,56.0,4.0,0.0,19.65,7.9,118.0,6,19
2023-01-08 20:00:00,1.32,4.8,20.0,24.9,23.0,49.0,25.0,706.1,0.0,61.0,3.8,0.0,18.77,6.2,150.0,6,20
2023-01-08 21:00:00,1.3,4.8,19.0,23.8,23.0,49.0,25.0,706.6,0.0,62.0,3.7,0.0,18.28,7.1,160.0,6,21
2023-01-08 22:00:00,1.28,6.0,18.4,24.4,22.0,45.0,22.0,706.8,0.0,65.0,3.7,0.0,17.78,7.5,148.0,6,22
2023-01-08 23:00:00,1.16,4.2,14.0,18.2,21.0,44.0,17.0,706.8,0.0,71.0,3.5,0.0,17.25,8.1,141.0,6,23
2023-01-09 00:00:00,1.08,2.5,8.7,11.2,24.0,29.0,15.0,706.6,0.0,72.0,3.6,0.0,16.95,7.7,151.0,0,0
2023-01-09 01:00:00,1.05,2.0,7.0,9.0,24.0,24.0,14.0,706.2,0.0,72.0,3.8,0.0,16.77,5.7,139.0,0,1
2023-01-09 02:00:00,1.03,1.9,7.6,9.5,25.0,26.0,14.0,705.9,0.0,71.0,3.9,0.0,16.88,6.4,112.0,0,2
